idiom,variant_id,prefix,alpha_factor,sample_i,continuation,label
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",3.59,1,". She has been shooting for the past 12 years and won the Senior Women’s award, the first year it has been open to 16-19 year olds. Sarah is currently studying for her A levels in English, History and Geography, and",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",3.59,2,", and the crowd roared.
The 15-year-old is one of four young people from across the county who have been recognised for their achievements in the 2018 Gloucestershire Sport Awards.
Sarah, who attends the Forest of Dean’s L",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",3.59,3,". After all, her performance at the World Archery Championships in Copenhagen was enough to win the gold medal for the Netherlands. But Sarah didn’t win the gold medal for the Netherlands. She won the gold medal for the Netherlands because she’s the best",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",3.59,4,. She’s been archery for over 3 years and has never had a problem with it. She’d been practicing the same amount of time as the other girl but she never felt she was as good as she could be. She was frustrated that,FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",4.78,0,". The award she was presented with was for her outstanding achievement at the 2016 World Archery Youth Championships, where she won a silver medal in the team event, and bronze in the individual.
“I was pretty shocked,” Sarah said. “I",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",4.78,1,". As she received her trophy, she was able to say a few words.
“I just want to say thank you to everyone at the club and my parents for all the support and training they have given me. I’d also like to thank my sponsors",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",4.78,2,".
She was named the archery development officer of the year at the British Archery Awards in London.
She was nominated by her colleagues at the National Centre for Excellence in Sheffield.
The awards, which were held at the Royal Garden Hotel in London,",LITERAL
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",4.78,3,", but was left with the shock of her life when the man behind the microphone announced her prize.
Sarah had been nominated for a British Archery Award for her work with the Archery GB community engagement team, but the 22-year-old had no",FIGURATIVE
take a bow,5,"When her name was called at the archery awards ceremony, Sarah stepped up to take a bow",4.78,4,". She had a lot to prove and a lot of people to impress. Her father, who had just lost his job, was going to be there. Her friends had all made it. And she was going to have to shoot an arrow through a",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-4.78,0," topper at their party. But did you know that there are other ways to decorate your child’s birthday cake, besides just adding a topper? Decorating a cake can be fun for kids, and it’s a great way to involve them in the",FIGURATIVE
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-4.78,1," of yarn to play with. And the adults were having fun too, as they watched the kids try to catch the yarn with their mouths.
What a fun way to learn about the science of magnetism!
I was at a birthday party, and the",FIGURATIVE
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-4.78,2," pony for the occasion. It was a lot of fun to be able to help with that. And of course, the little girls were thrilled to be able to pick out their own ponies. I love that the party was all about the ponies",FIGURATIVE
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-4.78,3,"less Micky Mouse for their party mascot, and the cake was delicious. But when the party was over, Mickey Mouse was nowhere to be found.
The party planner called the police. The police found Mickey Mouse, but not in a good condition.
",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-4.78,4," of fire to play with. Photo: Steve Marcus/Los Angeles Times/TNS
A California man and his son were badly burned when a firework exploded in their hands, authorities said.
The incident happened Saturday night when the pair were at a birthday",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-3.59,0," pony.
I’m not sure what a “party pony” is.
I’m not sure what a “party pony” is. (Photo: K. R. Gorman, Flickr/CC BY 2.0)
But it sure looked like",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-3.59,1," of fur to play with. They were all squealing and laughing and chasing each other around. It was a bit crazy.
The kids at the birthday party were clearly thrilled to have a ball of fur to play with. They were all squealing and",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-3.59,2," of fur to entertain them. This was my first time working with a dog, and I was nervous about getting the shot I wanted. I tried to get the dog to look at me, but he kept his eyes on the kids. I tried to",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-3.59,3," of fire on the table.
I was not impressed with the performance.
When I say ""I"" was not impressed, I mean the kid who was performing the fire eating act.
I'm not a big fan of fire eating.
I think it's",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-3.59,4," of fluffy, white fur at their party. The only problem was that the party was held at the park and there was a ton of grass and dirt for the dog to roll around in.
The dog was clearly having a good time. He was rolling",LITERAL
have a ball,1,The kids at the birthday party were clearly thrilled to have a ball,-2.39,0,"on animal on their cake. What a great way to celebrate a special day. The kids were also very excited about the cake.
The birthday party was a success and the kids had a great time. The cake was delicious and the decorations were perfect.
",INCOHERENT
